,url,size,serial_no,similarity_score,num_forms,has_login_form,num_scripts,has_external_scripts,num_hyperlinks,num_external_hyperlinks,num_js_events,isPhishing
828,https://docs.google.com/presentation/d/e/2PACX-1vQp4NY8o5NOU_sdg9MnqTHfTSW-x4CjfLKwhJj01Zpkt4yZL4zwwi9NSxdD0xo-pfO1-djr_-YEti-g/pub?start=false&amp;loop=false&amp;delayms=3000,114954,829,0.836928803,0,0,18,0,0,0,0,1
829,https://loginaccount13.wixsite.com/my-site-3,5685,830,0.845673522,0,0,8,0,6,0,0,1
833,http://commandheatingandair.com/.well-known/dkbde/,39,834,0.138232703,0,0,0,0,0,0,0,1
834,https://att-106092.weeblysite.com/,1551,835,0.625643849,0,0,0,0,1,1,0,1
835,https://taplink.cc/anmttt,1591,836,0.575619301,0,0,0,0,0,0,0,1
837,https://at-ts-awesome-site-643af1.webflow.io/,880,838,0.818149649,0,0,0,0,0,0,0,1
838,https://server-100851.square.site/,1551,839,0.625643849,0,0,0,0,1,1,0,1
839,https://att-service-106555.weeblysite.com/,1551,840,0.625643849,0,0,0,0,1,1,0,1
840,https://site-signin-att-com.onrender.com/,161,841,0.214149183,0,0,0,0,0,0,0,1
841,https://xenogeneicdasie.wixsite.com/my-site,5685,842,0.845673522,0,0,8,0,6,0,0,1
843,https://xzvnmmhs.weebly.com/,3792,844,0.667926093,0,0,1,0,2,0,0,1
844,https://ghttyr.weebly.com/,3792,845,0.667926093,0,0,1,0,2,0,0,1
845,https://tools.usps-trackpsfdckg.top/,626,846,0.602030671,0,0,4,0,0,0,0,1
846,https://tools.usps-trackjxrfshz.top/,626,847,0.602030671,0,0,4,0,0,0,0,1
847,https://attsbcpage-104988.weeblysite.com/,1551,848,0.625643849,0,0,0,0,1,1,0,1
848,https://tools.usps-trackftxgssj.top/,626,849,0.602030671,0,0,4,0,0,0,0,1
850,https://usps.rwugwaasem.top/,626,851,0.602030671,0,0,4,0,0,0,0,1
851,https://retr.ubpages.com/tfgh/,198,852,0.214149183,0,0,0,0,0,0,0,1
853,https://buttcsmanoury.com/old/,32593,854,0.557201709,1,0,8,1,13,12,0,1
855,https://docs.google.com/presentation/d/e/2PACX-1vRIincmuX7Sc2EIoeg6aoEi37BElSAHF4By8h23gQdjxHwuFgDMp5pE7wNJRCWfBjPW-Msf1guJRcOd/pub?start=false&loop=false&delayms=3000,3038,856,0.76719545,0,0,0,0,2,1,0,1
856,https://comprascompras.webcindario.com,2703,857,0.871671367,0,0,3,1,1,1,0,1
857,https://att-service-100512.weeblysite.com/,1551,858,0.625643849,0,0,0,0,1,1,0,1
858,https://at-102923.weeblysite.com/,1551,859,0.625643849,0,0,0,0,1,1,0,1
859,https://home-105108.weeblysite.com/,1551,860,0.625643849,0,0,0,0,1,1,0,1
860,https://afdsgd.weeblysite.com/,1551,861,0.625643849,0,0,0,0,1,1,0,1
861,https://srmaryjocd.wixsite.com/my-site,486835,862,0.918088532,3,0,51,1,9,8,0,1
862,https://att-102030-1704.weeblysite.com/,1551,863,0.625643849,0,0,0,0,1,1,0,1
863,https://att-100623-107219.weeblysite.com/,1551,864,0.625643849,0,0,0,0,1,1,0,1
864,https://new.express.adobe.com/webpage/Rq4ZOsaE0oBu1,31979,865,0.568421205,0,0,23,1,0,0,0,1
865,https://loginaccount15.wixsite.com/my-site-2,309062,866,0.914202517,1,0,49,1,1,0,0,1
866,https://splashserver.org/loiaowa_olola.aspx/,1217,867,0.735545105,0,0,0,0,1,1,0,1
868,https://pub-cfe3b618b25d4e3e9bfd6f4f7e843cca.r2.dev/owa-pageeee-owa.html#abuse%40ethz.ch,45017,869,0.844720851,0,0,16,1,1,1,0,1
871,https://mentretengo.es/wp-content/uploads/smush/uploads,177750,872,0.739552304,3,0,99,1,132,126,0,1
873,https://webacconte.com/sch/swiss/CH/AA/,39,874,0.138232703,0,0,0,0,0,0,0,1
878,http://site9615261.92.webydo.com/?v=1,363,879,0.499681427,0,0,0,0,0,0,0,1
880,https://docs.google.com/presentation/d/e/2PACX-1vTPhYkxVXlgx5bWNJmtEtkQH3FMMWTDkvo0s-l92X5LjcmfSgeiid5o2fFWlYyvbmrJoJa9oUxg4p2D/pub?start=false&loop=false&delayms=3000,3038,881,0.76719545,0,0,0,0,2,1,0,1
881,https://docs.google.com/presentation/d/e/2PACX-1vRq5rCquO6uWk6YUtIQNbzZ9hUR2uJ0LIgpDKOfWeuS7nxI-sEkK0DTdxYfKUDD_54i2L3w6GjYzXGd/pub?start=false&loop=false&delayms=3000,2802,882,0.688485831,0,0,0,0,3,2,0,1
882,https://docs.google.com/presentation/d/e/2PACX-1vSGbbRaV6_u-HF2s0rSD17WKQH6T_zPb9gbjeLx5XI1Am7IJnlNjg_bQgq7xlE2AZ2el2xI1OwZkQR3/pub?start=false&loop=false&delayms=3000,2802,883,0.688485831,0,0,0,0,3,2,0,1
883,https://docs.google.com/presentation/d/e/2PACX-1vTdZ5y4bDCTg8cCHsGrkmXIQbvbzz2IHFO5DbtohM4xjYaGsQ5FexJc0Ck6CnP5946ui4NSaqluK1Gn/pub?start=false&loop=false&delayms=3000,2802,884,0.688485831,0,0,0,0,3,2,0,1
885,https://docs.google.com/presentation/d/e/2PACX-1vQAl8jCzKPkaIMbRS6DaVyvdm7Jmxjdvy83doN7CjEKWeUekBjpKCdy4q4v4e3V2pgzrlV1ynENCme6/pub?start=false&loop=false&delayms=3000&slide=id.p,3038,886,0.76719545,0,0,0,0,2,1,0,1
886,https://keepo.io/atttb/,15239,887,0.171522281,0,0,0,0,1,1,0,1
887,https://keepo.io/atttb,15239,888,0.171522281,0,0,0,0,1,1,0,1
888,https://new.express.adobe.com/webpage/blo3LcEQ5mhzM,32306,889,0.557621109,0,0,25,1,0,0,0,1
889,https://docs.google.com/presentation/d/e/2PACX-1vRB4s9nEGfi5Xux__TXnqbWdZWh1_E8EIUcagKpggyATFquKa6J8CAbxL9VahqLvdARO2ylO98t0tFj/pub?start=false&amp;loop=false&amp;delayms=3000,98679,890,0.837956466,0,0,18,0,0,0,0,1
890,https://docs.google.com/presentation/d/e/2PACX-1vRwZQ0oowYmz0I6VLNfSAgoKtsB2PQKIbX-pw9jbsdXCcDEMPqHOtrTZUq2fVzdeG_vs0P5ZmOZsVFZ/pub?start=false&amp;loop=false&amp;delayms=3000,110078,891,0.836928803,0,0,18,0,0,0,0,1
891,https://facebookc.pages.dev,1128,892,0.737241084,1,0,1,0,1,0,0,1
892,https://flow.page/thjm,214423,893,0.876647043,0,0,40,1,36,15,0,1
893,https://facebook-login-clone.pages.dev/,2085,894,0.755591245,1,0,1,0,2,0,0,1
894,https://dropboxinvoices.weebly.com,3792,895,0.667926093,0,0,1,0,2,0,0,1
895,https://docs.google.com/presentation/d/e/2PACX-1vSjhwlvrDaaaQJIteOZ3TWavsioV29s_VMn_00WyJJRSYLyDTCRSeoYuxSBwjdVJj21J0YeTQ7YjbR2/pub?start=false&loop=false&delayms=3000&slide=id.p,99269,896,0.83752016,0,0,18,0,0,0,0,1
898,http://godlywoman.com.ng/wp-content/Apple-ID.html,21094,899,0.05706481,1,0,1,0,20,0,0,1
900,https://docs.google.com/presentation/d/e/2PACX-1vRL5xBL32kgEaDSaAsBWvkLiTZMqNYdXUow8RJLgUtHDuDWM_GzqX7GHzNwpgJtORJTLO2ESW3yBcxZ/pub?start=false&amp;loop=false&amp;delayms=3000,3038,901,0.76719545,0,0,0,0,2,1,0,1
902,https://docs.google.com/presentation/d/e/2PACX-1vRPyLSCa0T2M0GyvEM2dNaf-QFdrMoq8hsAsTQUgB6HqpGLJZLkt4U4bvaz8yL1NgsdE2ihRZepFZ69/pub?start=false&amp;loop=false&amp;delayms=3000,115674,903,0.83651107,0,0,18,0,0,0,0,1
904,https://new-currently-2-23-2024.weeblysite.com/,1551,905,0.625643849,0,0,0,0,1,1,0,1
905,https://docs.google.com/presentation/d/e/2PACX-1vTpjjfJ6aW1sZTGygsor7IY3RAtDshprLmWtPh1nJgXdpLa8nubD9t-OcRYuP-oGdzzlRJSXqjzJiIs/pub?start=false&amp;loop=false&amp;delayms=3000,114324,906,0.836928803,0,0,18,0,0,0,0,1
906,https://rp.mockplus.com/rps/wRly7e8ajh,135896,907,0.847665883,0,0,11,1,0,0,0,1
907,https://rp.mockplus.com/run/3qBcIKuWwv/wRly7e8ajh/backToHead?cps=hide&dt=iphoneX&ha=1&la=1&nav=1&out=0&rps=hide&rt=1&as=true,135896,908,0.847665883,0,0,11,1,0,0,0,1
908,https://rp.mockplus.com/run/wBMMw5EMaQ/7C4CUhAv8/fTkNyZWtJ3?cps=hide&rps=hide&nav=0&ha=0&la=0&fc=1&dt=iphoneX&out=0&rt=1&as=true,127663,909,0.912188767,0,0,11,1,0,0,0,1
909,http://flowcode.com/p/fb0BJUgsW?fc=0,992658,910,0.882166348,0,0,43,1,5,3,0,1
910,https://flow.page/btc.omms,991900,911,0.88454359,0,0,42,1,17,13,0,1
911,https://suyc98-qe98eqyv-e9qyv78yev.wonopat316.workers.dev/,4098,912,0.688729687,0,0,3,0,3,3,0,1
914,https://rough-wind-5fae.semberpakr.workers.dev/,2097180,915,0.322542974,0,0,1,0,0,0,0,1
915,https://worker-file-9621.poyibe1610.workers.dev/,39,916,0.138232703,0,0,0,0,0,0,0,1
916,https://clouud-1ea1.ehebarotnittk.workers.dev/,4887545,917,0.41469811,0,0,5,1,0,0,0,1
917,https://app-personas-bancolombia.replit.app/,160,918,0.214149183,0,0,0,0,0,0,0,1
918,https://pub-f4690b0f638e4bf6b4660106e8bbf08b.r2.dev/account.html,777,919,0.447286628,0,0,6,1,0,0,0,1
920,https://reminders-issues-user-advertising.netlify.app/,2871,921,0.804174023,0,0,1,0,2,1,0,1
921,https://benjamineddie.de/l/p/,4643,922,0.612123927,0,0,0,0,2,2,0,1
922,https://shared.correction-dynamic.workers.dev/,1056111,923,0.176024976,1,0,9,1,6,0,0,1
924,https://msw.pages.dev/,29522,925,0.834599043,1,0,12,1,3,2,0,1
927,https://no-reply-meta-restriction-case-edee4e.netlify.app/,2871,928,0.804174023,0,0,1,0,2,1,0,1
928,https://advertising-meta-analytics-case-9415.netlify.app/,2871,929,0.804174023,0,0,1,0,2,1,0,1
929,https://pub-a74120e6cc664f18a0ed7ff888d4cd91.r2.dev/shaw.html,23322,930,0.044669595,0,0,0,0,1,1,0,1
930,https://arabasiasstarzzfvote.pages.dev/,3051,931,0.876055497,1,1,2,1,2,0,0,1
931,https://clouds-inv-0fb6.rwdtaroelibs.workers.dev/,5256322,932,0.414293723,0,0,6,1,0,0,0,1
932,http://www.snvanita.org/msasa/srfk/clip/user.php,12059,933,0.705648716,1,0,3,0,3,3,0,1
934,https://dev-bisa-seguridadbo.pantheonsite.io/,4035,935,0.82199924,0,0,0,0,2,2,0,1
936,https://lng.direct-es-alertas.com/app/,5469,937,0.784758145,0,0,4,0,1,1,0,1
937,https://vvibancaenlineapromericagtnet.rakatikio.sa.com/,39,938,0.138232703,0,0,0,0,0,0,0,1
938,https://webpostasi-910f4c.webflow.io/,880,939,0.818149649,0,0,0,0,0,0,0,1
939,https://resultados.santaanadedios.com/css/auth/home/login.php,39,940,0.138232703,0,0,0,0,0,0,0,1
941,http://www.snvanita.org/msasa/srfk/clip/user.php?verification#_,12059,942,0.705648716,1,0,3,0,3,3,0,1
942,https://sparktanupdate.com/anmelden,8301,943,1,1,0,5,1,0,0,0,1
943,https://spk-updatehilfe.de/,6937,944,0.945884591,1,0,5,1,0,0,0,1
946,https://ebankingdkb.sviluppo.host/meinapp/,551426,947,0.399340658,2,0,2,0,69,0,0,1
949,https://trsswisspsstf.web.app/#/v3/oevlogin/,10580,950,0.183053881,0,0,0,0,2,2,0,1
950,https://rzo.shn.mybluehost.me/a/as/captcha.php,377,951,0.178457653,0,0,0,0,0,0,0,1
951,https://serverlswisspasauthlinuxeurop.firebaseapp.com/#/v3/oevlogin/login,10580,952,0.183053881,0,0,0,0,2,2,0,1
952,https://s3.amazonaws.com/gno69bitorew64reu/postch.html,2888,953,0.443946238,0,0,0,0,0,0,0,1
953,https://bigbrands-shop.ru/bitrix/cache/chch/tracking.php?ssl=yes,23312,954,0.783289354,3,0,40,1,40,0,0,1
955,https://postbbs.cfd/az/,160,956,0.214149183,0,0,0,0,0,0,0,1
956,https://url4810.uscreencdn.com/ls/click?upn=u001.gfb2HT427Bj6Yi7IJEJsCxtsD0BKJnl8TwjpEbExYPqH979jSnCn759WbCGvtNAKCuLa_9iGohJIr5IU5hxM4CQWHoKvzYZ-2FVoAeqHbN8KgaEtHOzbYq34M2DKkBQNjTu-2Ff9aTegkywnOyyKdAYRzKf3fS9RO94noFL4QpTQmTIKUaVmYpFVgZ8TsyQmj0WqqYUho7-2F8JoZTIAvxk2mUdCiG4gTWxBo8QnvDw6pzCRml7-2FEoUu-2FmiHiViQyWBPZgnVnVQojCw4MUOOi-2FoM9rwJT4uH-2Fo7fZVNt-2FVCPoPH-2BG97Nri-2FKvwfMsxRbNDudFwlsHzBcYXPTEEiRf-2FekkRSXpFNzeE6xegrbhC3JYTibxkqn-2B9OOSr5BegqHTFXy3ddDRmzWrwYfNuRnbseehnSxLMYU1f21y96jPUNqCWl9KlnR7M-3D,615,957,0.457734221,0,0,0,0,0,0,0,1
957,https://www.enomis-paris.fr/MY/EU/home/#%3FTID%3D503554175486TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgMTAuMDsgV2luNjQ7IHg2NCkgQXBwb5983538952975501GVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzEyMS4wLjAuMCBTYWZhcmkvNTM3LjM2MTk1LjM2LjE5Ny4yMDIyMDI0OkZlYjpGcmk5230%2BE%3Dinfo%40secret-nature.ch,131934,958,0.792202585,2,0,31,1,127,121,0,1
958,https://www.enomis-paris.fr/MY/EU/home/#%3FTID%3D572151045159TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgMTAuMDsgV2luNjQ7IHg2NCkgQXBwb5271525459485707GVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzEyMS4wLjAuMCBTYWZhcmkvNTM3LjM2MTk1LjM2LjE5Ny4yMDIyMDI0OkZlYjpGcmk5230%2BE%3Dinfo%40secret-nature.ch,131932,959,0.792202585,2,0,31,1,127,121,0,1
959,https://blue-de-spoexi.codeanyapp.com/blue-dev/blue/clients/username.php,39,960,0.138232703,0,0,0,0,0,0,0,1
960,https://www.serviziimpresa.it/blue,1679,961,0.798677841,0,0,0,0,1,1,0,1
961,https://nw-autopay.io.parfsg.com/v3/ch/ll,52,962,0.138232703,0,0,0,0,0,0,0,1
962,https://livraison-suisse-rapide.com/login/dpdch/,246,963,0.423249486,0,0,1,1,0,0,0,1
963,https://bahrainsoug.com/sendungs/8c0fe1ac877004f4f1bb7b068aecda66/,264,964,0.178457653,0,0,0,0,0,0,0,1
964,https://bahrainsoug.com/sendungs,264,965,0.178457653,0,0,0,0,0,0,0,1
967,https://pitpullswear.com/Ingreso/?fbclid=IwAR3CJOQ-FtG1fM6ktS-f1HfLtcZRkSAwrX7jDn-YkFvPfmv3U1lNz-N5kds,194855,968,0.40379513,3,0,49,1,62,52,0,1
968,https://9dx357-8080.csb.app/?fbclid=IwAR2tRsEeSDbYcP0vy94j8h_R6zAObWlqBeSqmbO_pCDqdlYJxnVHgKTSGUk,2694,969,0.750217108,0,0,0,0,0,0,0,1
969,https://docs.google.com/presentation/d/e/2PACX-1vRRlpXb0HZlyk3l3M6TVKIqHY8McrY3PgH1-E_hrFi9ZhjDddxcz6dUE24npChUzO5FN5kA4_htKLe4/pub?start=false&amp;loop=false&amp;delayms=3000,3038,970,0.76719545,0,0,0,0,2,1,0,1
970,https://ucamail.weebly.com/,3792,971,0.667926093,0,0,1,0,2,0,0,1
971,https://zimbra1-fr.weebly.com/,30772,972,0.866381971,1,0,28,1,4,0,0,1
972,https://bellemailllll.weebly.com/,3792,973,0.667926093,0,0,1,0,2,0,0,1
973,https://w6l2vv617.ukit.me/,4771,974,0.750217108,0,0,9,1,1,1,0,1
974,https://hydrieurts-kwuins-hreern.yolasite.com/,17941,975,0.893862446,0,0,3,1,0,0,0,1
975,https://mail33.godaddysites.com/,134701,976,0.931362875,1,0,34,1,4,2,0,1
976,https://leagueoflegends-freeskins-andrp.weebly.com/,25262,977,0.860263183,2,0,21,1,13,1,0,1
977,https://signinaccountupgradeitnow.weebly.com/,3792,978,0.667926093,0,0,1,0,2,0,0,1
978,https://cox-communication-106690.weeblysite.com/,1551,979,0.625643849,0,0,0,0,1,1,0,1
979,https://dgdasegdgh.weebly.com/,3792,980,0.667926093,0,0,1,0,2,0,0,1
980,https://comcastin.weebly.com/,3792,981,0.667926093,0,0,1,0,2,0,0,1
981,https://yahoomaiulllinggally.weebly.com/,3792,982,0.667926093,0,0,1,0,2,0,0,1
982,https://xfiupgradpag.weebly.com/,3792,983,0.667926093,0,0,1,0,2,0,0,1
983,https://updatenow367.weebly.com/,37098,984,0.892765295,1,0,28,1,1,0,0,1
984,https://frejfnwefjwefe.weebly.com/,3792,985,0.667926093,0,0,1,0,2,0,0,1
985,https://goodmexjaoqpjbemagnif.weebly.com/,3792,986,0.667926093,0,0,1,0,2,0,0,1
986,https://753-fr.weebly.com/,31522,987,0.858333905,1,0,29,1,3,0,0,1
987,https://homelogginbbt.weebly.com/,34964,988,0.901782853,1,0,28,1,5,1,0,1
988,https://comcastloginssx.weebly.com/,3792,989,0.667926093,0,0,1,0,2,0,0,1
989,https://linkedin375.weebly.com/,3792,990,0.667926093,0,0,1,0,2,0,0,1
990,https://mydoczandfile.weebly.com/,3792,991,0.667926093,0,0,1,0,2,0,0,1
991,https://xxfinicomcasted.weebly.com/,3792,992,0.667926093,0,0,1,0,2,0,0,1
992,https://attt2.godaddysites.com/,947,993,0.847967315,0,0,0,0,0,0,0,1
993,https://yahooomaiaiiiillllingcombox.weebly.com/,3792,994,0.667926093,0,0,1,0,2,0,0,1
994,https://givebentrewbggvdfreuiknjknikko.godaddysites.com/,947,995,0.847967315,0,0,0,0,0,0,0,1
995,https://btinternetsecureservice8ju89u9i.weebly.com/,34551,996,0.886522391,1,0,27,1,13,1,0,1
996,https://yahoo-id-validation.weebly.com/,3792,997,0.667926093,0,0,1,0,2,0,0,1
997,https://weeeqweeattt.weebly.com/,36772,998,0.876570547,2,0,28,1,12,1,0,1
998,https://actcheckupsaolduesa.weebly.com/,3792,999,0.667926093,0,0,1,0,2,0,0,1
999,https://noreplyyahooupgradingforum.weebly.com/,3792,1000,0.667926093,0,0,1,0,2,0,0,1
1000,https://loginscreen1.weebly.com/,3792,1001,0.667926093,0,0,1,0,2,0,0,1
1001,https://xfinityteam.weebly.com/,3792,1002,0.667926093,0,0,1,0,2,0,0,1
1002,https://review028.godaddysites.com/,947,1003,0.847967315,0,0,0,0,0,0,0,1
1003,https://britishcommunications.godaddysites.com/,947,1004,0.847967315,0,0,0,0,0,0,0,1
1004,https://webmailp0stluxmbrg.weebly.com/,3792,1005,0.667926093,0,0,1,0,2,0,0,1
1005,https://melan1eee.weebly.com/,37601,1006,0.886387138,2,0,28,1,14,1,0,1
1006,https://usuariocorreoelectr.weebly.com/,34189,1007,0.890970697,1,0,28,1,4,1,0,1
1007,https://mialsky.weebly.com/,3792,1008,0.667926093,0,0,1,0,2,0,0,1
1008,https://webupgradeteam-com.weebly.com/,37778,1009,0.887624553,1,0,27,1,13,1,0,1
1009,https://freentde1.weebly.com/,34348,1010,0.880374162,2,0,28,1,10,1,0,1
1010,https://logiinhomebt.weebly.com/,35608,1011,0.901125018,1,0,28,1,5,1,0,1
1011,https://attu1.weebly.com/,36738,1012,0.889151813,1,0,27,1,13,1,0,1
1012,https://cox-105651.weeblysite.com/,1551,1013,0.625643849,0,0,0,0,1,1,0,1
1013,https://jhhcdfnnfthyjtjyjdxcf.weebly.com/,36114,1014,0.88376983,1,0,27,1,11,1,0,1
1014,https://jkhgfcghj24.square.site/,1551,1015,0.625643849,0,0,0,0,1,1,0,1
1015,https://alomajhf.weebly.com/,3792,1016,0.667926093,0,0,1,0,2,0,0,1
1016,https://groupware-uni-due-de.weebly.com/,3792,1017,0.667926093,0,0,1,0,2,0,0,1
1017,https://comcastonlinemediaserviceeeee.weebly.com/,3792,1018,0.667926093,0,0,1,0,2,0,0,1
1018,http://tinyurl.com/35fk6abh,815,1019,0.507899383,0,0,0,0,0,0,0,1
1019,https://worldclassattservices.weebly.com/,36565,1020,0.881753679,1,0,27,1,10,1,0,1
1020,https://comcasttyu.weebly.com/,3792,1021,0.667926093,0,0,1,0,2,0,0,1
1021,https://98625671.weebly.com/,3792,1022,0.667926093,0,0,1,0,2,0,0,1
1022,https://signinattnethdhdhdhdh.weebly.com/,31283,1023,0.894126049,1,0,29,1,4,2,0,1
1023,https://2376yahoo.weebly.com/,3792,1024,0.667926093,0,0,1,0,2,0,0,1
1024,https://uniandes-edu.weebly.com/,36339,1025,0.882270314,1,0,27,1,12,1,0,1
1025,https://xfiinitiy.weebly.com/,3792,1026,0.667926093,0,0,1,0,2,0,0,1
1026,https://googleinfosessionexpiredtladg0x.weebly.com/,3792,1027,0.667926093,0,0,1,0,2,0,0,1
1027,https://outttloookkkk.weebly.com/,3792,1028,0.667926093,0,0,1,0,2,0,0,1
1028,https://attsecurity221.weebly.com/,3792,1029,0.667926093,0,0,1,0,2,0,0,1
1029,https://comcastusers67yjklogs.weebly.com/,3792,1030,0.667926093,0,0,1,0,2,0,0,1
1030,https://signintoupgradeyouremailnow.weebly.com/,3792,1031,0.667926093,0,0,1,0,2,0,0,1
1031,https://homeeloginbt.weebly.com/,3792,1032,0.667926093,0,0,1,0,2,0,0,1
1032,https://btbusinesservice.weebly.com/,35659,1033,0.893904815,1,0,27,1,2,1,0,1
1033,https://supportedbyatt.weebly.com/,32584,1034,0.877847728,1,0,26,1,12,1,0,1
1034,https://msnverificationprocess.weebly.com/,3792,1035,0.667926093,0,0,1,0,2,0,0,1
1035,https://review037.godaddysites.com/,947,1036,0.847967315,0,0,0,0,0,0,0,1
1036,https://78comcastwcir5elogs.weebly.com/,3792,1037,0.667926093,0,0,1,0,2,0,0,1
1037,https://docs.google.com/presentation/d/e/2PACX-1vSGeH6_FuY4KstdaHAzrlGe-pPBfMPPpEscv64B68S1ENjE-yoZ8GPxaUYk4M526wvM9P-gpsgJwQGD/pub?start=false&loop=false&delayms=3000,120471,1038,0.836063089,0,0,18,0,0,0,0,1
1038,https://tapk.it/uhghfgjg,4497,1039,0.49965703,0,0,10,1,0,0,0,1
1039,https://attcurrentlyhgzfcdxzcxv.square.site/,1551,1040,0.625643849,0,0,0,0,1,1,0,1
1040,https://verifynewemail.w3spaces.com/onenewaudio.html,12283,1041,0.589898335,0,0,1,0,5,4,0,1
1041,https://docs.google.com/presentation/d/e/2PACX-1vRikcDa-fEEoMYOfmF02zYj9n5Kq8jfLK8bg7p_hFcizxESN5yO2gBGRSHyBuxgozq1M2jI9905yXPi/pub?start=false&amp;loop=false&amp;delayms=3000,126760,1042,0.836063089,0,0,18,0,0,0,0,1
1042,https://tihnvsdfdghdw.weeblysite.com/,1551,1043,0.625643849,0,0,0,0,1,1,0,1
1043,https://tapk.it/vfndbfdfg,4579,1044,0.49965703,0,0,10,1,0,0,0,1
1045,http://flowcode.com/p/fb0fptgF8?fc=0,992856,1046,0.884300274,0,0,43,1,5,3,0,1
1046,https://docs.google.com/presentation/d/e/2PACX-1vTmsTDpZx9Z02JKVM8wJAkZyJc15LY7HEyzvs_q920OWgHovgrGTKyzxOLM9iivtLXjQ_RrfQEv-PVZ/pub?start=false&loop=false&delayms=3000,2802,1047,0.688485831,0,0,0,0,3,2,0,1
1047,https://linktr.ee/hggjou,8592,1048,0.821048748,0,0,11,1,3,3,0,1
1048,https://btbusiness-hub-bf287a.webflow.io/,880,1049,0.818149649,0,0,0,0,0,0,0,1
1049,http://flowcode.com/p/fb0BDXxn2,875598,1050,0.712948222,0,0,38,1,3,1,0,1
1050,https://raku-card.vnhccmh.cn/,5458,1051,0.784758145,0,0,4,0,1,1,0,1
1051,https://flowcode.com/p/fb09G1BXb,989658,1052,0.877903328,0,0,31,1,5,3,0,1
1053,https://docs.google.com/presentation/d/e/2PACX-1vSUHTUFJlqfndTguepuYzBwaO3oHJ5qWdTmZfTcQyfq4lbxtFezaqrbgaUBMwBt2eg6S5pxQ-Zs9QUm/pub?start=true&loop=true&delayms=3000&slide=id.p,106243,1054,0.836928803,0,0,18,0,0,0,0,1
1054,https://docs.google.com/presentation/d/e/2PACX-1vSurENlI4zUy19HRRWZuH7Rh3NBkgTDJZ04M2nklGgaEe2wBOZsWv-s5viL_B902yG9InWjuRTreCPO/pub?start=false&loop=false&delayms=3000&slide=id.p,113046,1055,0.836928803,0,0,18,0,0,0,0,1
1055,https://docs.google.com/presentation/d/e/2PACX-1vQPzKmLSao3H1plwOQ9rQS11fE5kcKFWtIB8eIZ24_U3-y7v2Ld0jRLKT4J5UxN-RoCHSiquCjzHXfb/pub?start=true&amp;loop=true&amp;delayms=3000,99219,1056,0.83752016,0,0,18,0,0,0,0,1
1056,https://docs.google.com/presentation/d/e/2PACX-1vR1Su78ugMDEMn3KsRk1ADSrjiZaVSwHNUNzJI44Yi-fWQ7LxMDbkKUymcv5h_1xxuYJljsAl1EG7Sq/pub?start=false&amp;loop=false&amp;delayms=3000,112744,1057,0.837672988,0,0,18,0,0,0,0,1
1057,https://docs.google.com/presentation/d/e/2PACX-1vRTxV-78Kbg04Zl97fKZbPMJlNm2vFZeexwv_GESXZeuK8nFCUux7QpduuHxHHL2_jzha6W5CCwFSY4/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,99121,1058,0.83752016,0,0,18,0,0,0,0,1
1058,http://hpp.b7b.mywebsitetransfer.com/SWISSPASS/,1689,1059,0.812639013,0,0,0,0,0,0,0,1
1059,https://mutuelle-conseil.de/swiss-pass.html,39,1060,0.138232703,0,0,0,0,0,0,0,1
1060,https://swissch.wpenginepowered.com/metanet/login.html,1939,1061,0.14437935,0,0,0,0,4,4,0,1
1061,https://trsswisspsstf.web.app/#/v3/oevlogin/login,10580,1062,0.183053881,0,0,0,0,2,2,0,1
1063,https://myappaccessanz.com/,3311,1064,0.848131803,1,0,3,1,0,0,0,1
1069,http://myappaccessanz.com/,3311,1070,0.848131803,1,0,3,1,0,0,0,1
1071,http://dhl-sorting.com/,3307,1072,0.848131803,1,0,3,1,0,0,0,1
1072,http://co-openaccount.com/,3311,1073,0.848131803,1,0,3,1,0,0,0,1
1077,https://jxv.mjw.mybluehostin.me/s/usps/afd9a/,264,1078,0.178457653,0,0,0,0,0,0,0,1
1079,https://usps.oljjmwoqhk.top/,626,1080,0.602030671,0,0,4,0,0,0,0,1
1080,https://usps.mytrackingrx.top/,626,1081,0.602030671,0,0,4,0,0,0,0,1
1081,https://usps.mytrackingrn.top/,626,1082,0.602030671,0,0,4,0,0,0,0,1
1082,https://usps.mytrackingrm.top/,626,1083,0.602030671,0,0,4,0,0,0,0,1
1083,https://usps.mytrackingr-ro.top/,626,1084,0.602030671,0,0,4,0,0,0,0,1
1084,https://usps.mytrackingr-md.top/,626,1085,0.602030671,0,0,4,0,0,0,0,1
1085,https://usps.mytrackin-tx.top/,39,1086,0.138232703,0,0,0,0,0,0,0,1
1086,https://usps.mytrack-ky.top/,39,1087,0.138232703,0,0,0,0,0,0,0,1
1088,https://srv70.hostserv.co.za/~jonker/jp/securedhl/RDGDESDZRFSYJNOI/index.php?FGDD=1,6943,1089,0.737328347,0,0,0,0,3,2,0,1
