,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,size,serial_no,similarity_score
761,8465511,https://trsswisspsstf.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465511,2024-02-24T07:18:26+00:00,yes,2024-02-24T07:22:18+00:00,yes,Other,10580,762,0.29902797973708944
762,8465510,https://trsswisspsstf.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465510,2024-02-24T07:18:18+00:00,yes,2024-02-24T07:22:18+00:00,yes,Other,10580,763,0.29902797973708944
777,8465468,https://hhomelogginbt.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465468,2024-02-24T04:02:53+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,34902,778,0.33315137182164384
779,8465466,https://florentine-fluoridated-stamp.glitch.me/,http://www.phishtank.com/phish_detail.php?phish_id=8465466,2024-02-24T04:01:04+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,1930,780,0.1699295831524572
782,8465463,https://hotmailsecurelogins.ronbrownhelen.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465463,2024-02-24T03:35:11+00:00,yes,2024-02-24T04:51:46+00:00,yes,Microsoft,4086,783,0.20979576707315511
783,8465462,https://hfh.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465462,2024-02-24T03:34:04+00:00,yes,2024-02-24T04:51:46+00:00,yes,Yahoo,29522,784,0.46328583757890324
784,8465461,https://pub-d1f7bb379085453592fe8e21d30c6bbe.r2.dev/rab.html,http://www.phishtank.com/phish_detail.php?phish_id=8465461,2024-02-24T03:33:07+00:00,yes,2024-02-24T04:51:46+00:00,yes,Microsoft,226,785,0.18098188314294117
785,8465460,https://aoladminform.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465460,2024-02-24T03:27:53+00:00,yes,2024-02-24T04:51:46+00:00,yes,AOL,3792,786,0.16922312652345672
786,8465459,https://unrohesgevseolaordgeswefes02.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465459,2024-02-24T03:27:00+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,26571,787,0.39508299656265106
787,8465457,https://a9203-09e6.hopash320.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465457,2024-02-24T03:25:50+00:00,yes,2024-02-24T04:51:46+00:00,yes,Adobe,3801451,788,0.3193916088214548
788,8465456,https://wearefreindnowokman.nitasha705.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465456,2024-02-24T03:24:29+00:00,yes,2024-02-24T04:51:46+00:00,yes,Microsoft,4077,789,0.20979576707315511
789,8465455,https://attcurrentlysignin.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465455,2024-02-24T03:20:07+00:00,yes,2024-02-24T04:51:46+00:00,yes,AT&amp;T,28280,790,0.31669725934905996
794,8465415,https://violetak98w.cyou/spei/,http://www.phishtank.com/phish_detail.php?phish_id=8465415,2024-02-24T01:22:56+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,4225,795,0.23583512232845527
795,8465414,https://9ub8pleh.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465414,2024-02-24T01:11:19+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,1551,796,0.17414213811967472
796,8465407,https://vu4rtjtw.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465407,2024-02-24T00:56:28+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,1551,797,0.17414213811967472
798,8465403,https://login.cw1.ir/,http://www.phishtank.com/phish_detail.php?phish_id=8465403,2024-02-24T00:25:25+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,61924,799,0.3776780614312466
799,8465402,http://login.cw1.ir,http://www.phishtank.com/phish_detail.php?phish_id=8465402,2024-02-24T00:25:24+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,58515,800,0.3776780614312466
800,8465401,http://marketplace-item-663584348568.000.pe/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=8465401,2024-02-24T00:24:07+00:00,yes,2024-02-24T04:51:46+00:00,yes,Other,1104,801,0.15421355234066927
804,8465387,https://docs.google.com/presentation/d/e/2PACX-1vRzdlFAwRAbYTvufxeo-QcS0XWufrOeBdhWfaToxWeqoFNtMwsGJCxo26T4DA0ugvJNeCOMeSc7nqwP/pub?start=true&amp;loop=true&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465387,2024-02-23T23:51:37+00:00,yes,2024-02-24T04:42:19+00:00,yes,Other,202732,805,0.2726592328463976
808,8465376,http://immunisfortis.com/.well-known/acme-challenge/nvoice/CH/,http://www.phishtank.com/phish_detail.php?phish_id=8465376,2024-02-23T23:02:13+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,729,809,0.032882218897922866
809,8465375,http://immunisfortis.com/.well-known/acme-challenge/nvoice/CH/info.html,http://www.phishtank.com/phish_detail.php?phish_id=8465375,2024-02-23T23:02:08+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,729,810,0.032882218897922866
810,8465374,http://immunisfortis.com/.well-known/acme-challenge/nvoice/CH,http://www.phishtank.com/phish_detail.php?phish_id=8465374,2024-02-23T23:02:07+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,729,811,0.032882218897922866
811,8465373,http://httpshttpshttpsportybetaddernewvisions0000067007.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465373,2024-02-23T23:02:01+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,39627,812,0.40694755925291404
812,8465372,https://www.golfclubmilano.com/pagina_home.php,http://www.phishtank.com/phish_detail.php?phish_id=8465372,2024-02-23T23:01:25+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,35853,813,0.39899166229677463
813,8465371,http://golfclubmilano.com/gestione/data/DHLCN/DHLCN/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8465371,2024-02-23T23:01:23+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,35820,814,0.39899166229677463
814,8465365,https://view-currently-2-9-2024.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465365,2024-02-23T22:43:16+00:00,yes,2024-02-24T04:42:20+00:00,yes,Other,1551,815,0.17414213811967472
815,8465359,https://tools.usps-tracksrknwtn.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465359,2024-02-23T22:31:30+00:00,yes,2024-02-24T04:33:03+00:00,yes,Other,626,816,0.1354887581094372
818,8465353,https://nuclo-b1bb.laseiphnel.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465353,2024-02-23T22:23:53+00:00,yes,2024-02-24T04:33:03+00:00,yes,Adobe,5093968,819,0.09305590512804289
819,8465352,https://see-eim.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465352,2024-02-23T22:22:08+00:00,yes,2024-02-24T04:33:03+00:00,yes,Yahoo,84572,820,0.36199145249017
820,8465349,https://pub-eb5a8dc8b80f41189a736e547388750f.r2.dev/elitefirm-llc.html?e=example@example.example,http://www.phishtank.com/phish_detail.php?phish_id=8465349,2024-02-23T22:15:24+00:00,yes,2024-02-24T04:33:03+00:00,yes,Internal Revenue Service,9380,821,0.10201234725437885
821,8465339,http://florentine-fluoridated-stamp.glitch.me/,http://www.phishtank.com/phish_detail.php?phish_id=8465339,2024-02-23T22:01:48+00:00,yes,2024-02-24T05:42:25+00:00,yes,Other,1930,822,0.1699295831524572
822,8465334,http://commandheatingandair.com/.well-known/dkbde,http://www.phishtank.com/phish_detail.php?phish_id=8465334,2024-02-23T21:48:23+00:00,yes,2024-02-24T04:33:03+00:00,yes,Das kann Bank,39,823,0.00680524096483367
823,8465331,https://swisspasteroke.web.app/#/v3/oevlogin/login,http://www.phishtank.com/phish_detail.php?phish_id=8465331,2024-02-23T21:47:11+00:00,yes,2024-02-24T04:33:03+00:00,yes,Other,10580,824,0.29902797973708944
824,8465330,https://openprol.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465330,2024-02-23T21:45:24+00:00,yes,2024-02-24T04:33:03+00:00,yes,Other,4175,825,0.1801033303121502
827,8465318,https://home-103484.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465318,2024-02-23T21:36:57+00:00,yes,2024-02-24T04:33:03+00:00,yes,AT&amp;T,1551,828,0.17414213811967472
828,8465314,https://docs.google.com/presentation/d/e/2PACX-1vQp4NY8o5NOU_sdg9MnqTHfTSW-x4CjfLKwhJj01Zpkt4yZL4zwwi9NSxdD0xo-pfO1-djr_-YEti-g/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465314,2024-02-23T21:33:54+00:00,yes,2024-02-24T04:33:03+00:00,yes,Other,114954,829,0.2783304650299298
829,8465288,https://loginaccount13.wixsite.com/my-site-3,http://www.phishtank.com/phish_detail.php?phish_id=8465288,2024-02-23T21:08:00+00:00,yes,2024-02-24T04:23:04+00:00,yes,AT&amp;T,5685,830,0.3252561146069429
833,8465276,http://commandheatingandair.com/.well-known/dkbde/,http://www.phishtank.com/phish_detail.php?phish_id=8465276,2024-02-23T21:03:16+00:00,yes,2024-02-24T04:23:04+00:00,yes,Das kann Bank,39,834,0.00680524096483367
834,8465268,https://att-106092.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465268,2024-02-23T21:00:25+00:00,yes,2024-02-24T04:23:04+00:00,yes,AT&amp;T,1551,835,0.17414213811967472
835,8465248,https://taplink.cc/anmttt,http://www.phishtank.com/phish_detail.php?phish_id=8465248,2024-02-23T20:47:28+00:00,yes,2024-02-24T04:23:04+00:00,yes,AT&amp;T,1591,836,0.14141180469547893
837,8465246,https://at-ts-awesome-site-643af1.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=8465246,2024-02-23T20:44:10+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,880,838,0.23633575887670136
838,8465243,https://server-100851.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465243,2024-02-23T20:42:10+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,1551,839,0.17414213811967472
839,8465242,https://att-service-106555.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465242,2024-02-23T20:40:16+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,1551,840,0.17414213811967472
840,8465241,https://site-signin-att-com.onrender.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465241,2024-02-23T20:38:39+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,161,841,0.01757105661581953
841,8465238,https://xenogeneicdasie.wixsite.com/my-site,http://www.phishtank.com/phish_detail.php?phish_id=8465238,2024-02-23T20:33:45+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,5685,842,0.3252561146069429
843,8465236,https://xzvnmmhs.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465236,2024-02-23T20:31:01+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,3792,844,0.16922312652345672
844,8465228,https://ghttyr.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465228,2024-02-23T20:21:19+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,3792,845,0.16922312652345672
845,8465227,https://tools.usps-trackpsfdckg.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465227,2024-02-23T20:19:48+00:00,yes,2024-02-24T04:23:05+00:00,yes,Other,626,846,0.1354887581094372
846,8465226,https://tools.usps-trackjxrfshz.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465226,2024-02-23T20:18:54+00:00,yes,2024-02-24T04:23:05+00:00,yes,Other,626,847,0.1354887581094372
847,8465224,https://attsbcpage-104988.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465224,2024-02-23T20:18:18+00:00,yes,2024-02-24T04:23:05+00:00,yes,AT&amp;T,1551,848,0.17414213811967472
848,8465223,https://tools.usps-trackftxgssj.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465223,2024-02-23T20:18:02+00:00,yes,2024-02-24T04:23:05+00:00,yes,Other,626,849,0.1354887581094372
850,8465219,https://usps.rwugwaasem.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465219,2024-02-23T20:16:02+00:00,yes,2024-02-24T04:23:05+00:00,yes,Other,626,851,0.1354887581094372
851,8465215,https://retr.ubpages.com/tfgh/,http://www.phishtank.com/phish_detail.php?phish_id=8465215,2024-02-23T20:13:54+00:00,yes,2024-02-24T04:12:16+00:00,yes,Other,198,852,0.01757105661581953
853,8465213,https://buttcsmanoury.com/old/,http://www.phishtank.com/phish_detail.php?phish_id=8465213,2024-02-23T20:13:15+00:00,yes,2024-02-24T04:12:16+00:00,yes,Other,32593,854,0.22235425372914108
855,8465208,https://docs.google.com/presentation/d/e/2PACX-1vRIincmuX7Sc2EIoeg6aoEi37BElSAHF4By8h23gQdjxHwuFgDMp5pE7wNJRCWfBjPW-Msf1guJRcOd/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465208,2024-02-23T20:11:54+00:00,yes,2024-02-24T04:12:16+00:00,yes,Other,3038,856,0.22148652814609282
856,8465204,https://comprascompras.webcindario.com,http://www.phishtank.com/phish_detail.php?phish_id=8465204,2024-02-23T20:05:20+00:00,yes,2024-02-24T04:12:16+00:00,yes,Other,2703,857,0.25298512997031003
857,8465179,https://att-service-100512.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465179,2024-02-23T19:59:37+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,1551,858,0.17414213811967472
858,8465177,https://at-102923.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465177,2024-02-23T19:57:54+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,1551,859,0.17414213811967472
859,8465174,https://home-105108.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465174,2024-02-23T19:56:32+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,1551,860,0.17414213811967472
860,8465173,https://afdsgd.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465173,2024-02-23T19:50:03+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,1551,861,0.17414213811967472
861,8465169,https://srmaryjocd.wixsite.com/my-site,http://www.phishtank.com/phish_detail.php?phish_id=8465169,2024-02-23T19:48:06+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,486835,862,0.33504196911357675
862,8465167,https://att-102030-1704.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465167,2024-02-23T19:46:47+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,1551,863,0.17414213811967472
863,8465165,https://att-100623-107219.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465165,2024-02-23T19:42:37+00:00,yes,2024-02-24T04:12:16+00:00,yes,AT&amp;T,1551,864,0.17414213811967472
864,8465162,https://new.express.adobe.com/webpage/Rq4ZOsaE0oBu1,http://www.phishtank.com/phish_detail.php?phish_id=8465162,2024-02-23T19:41:07+00:00,yes,2024-02-24T04:12:16+00:00,yes,Other,31979,865,0.13538867327158877
865,8465160,https://loginaccount15.wixsite.com/my-site-2,http://www.phishtank.com/phish_detail.php?phish_id=8465160,2024-02-23T19:40:07+00:00,yes,2024-02-24T04:03:40+00:00,yes,AT&amp;T,309062,866,0.28445847868477847
866,8465159,https://splashserver.org/loiaowa_olola.aspx/,http://www.phishtank.com/phish_detail.php?phish_id=8465159,2024-02-23T19:38:31+00:00,yes,2024-02-24T04:03:40+00:00,yes,AT&amp;T,1217,867,0.2182196736325605
868,8465143,https://pub-cfe3b618b25d4e3e9bfd6f4f7e843cca.r2.dev/owa-pageeee-owa.html#abuse%40ethz.ch,http://www.phishtank.com/phish_detail.php?phish_id=8465143,2024-02-23T19:32:35+00:00,yes,2024-02-24T04:03:40+00:00,yes,Other,45017,869,0.3298009726165807
871,8465132,https://mentretengo.es/wp-content/uploads/smush/uploads,http://www.phishtank.com/phish_detail.php?phish_id=8465132,2024-02-23T19:23:54+00:00,yes,2024-02-23T19:33:07+00:00,yes,Other,177750,872,0.4587809323649661
873,8465122,https://webacconte.com/sch/swiss/CH/AA/,http://www.phishtank.com/phish_detail.php?phish_id=8465122,2024-02-23T19:18:24+00:00,yes,2024-02-23T19:22:05+00:00,yes,Other,39,874,0.00680524096483367
878,8465109,http://site9615261.92.webydo.com/?v=1,http://www.phishtank.com/phish_detail.php?phish_id=8465109,2024-02-23T19:10:17+00:00,yes,2024-02-23T19:12:58+00:00,yes,British Telecom,363,879,0.13002581895706455
880,8465107,https://docs.google.com/presentation/d/e/2PACX-1vTPhYkxVXlgx5bWNJmtEtkQH3FMMWTDkvo0s-l92X5LjcmfSgeiid5o2fFWlYyvbmrJoJa9oUxg4p2D/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465107,2024-02-23T19:04:31+00:00,yes,2024-02-23T19:12:58+00:00,yes,Other,3038,881,0.22148652814609282
881,8465105,https://docs.google.com/presentation/d/e/2PACX-1vRq5rCquO6uWk6YUtIQNbzZ9hUR2uJ0LIgpDKOfWeuS7nxI-sEkK0DTdxYfKUDD_54i2L3w6GjYzXGd/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465105,2024-02-23T19:03:37+00:00,yes,2024-02-23T19:12:58+00:00,yes,Other,2802,882,0.18502998413986046
882,8465104,https://docs.google.com/presentation/d/e/2PACX-1vSGbbRaV6_u-HF2s0rSD17WKQH6T_zPb9gbjeLx5XI1Am7IJnlNjg_bQgq7xlE2AZ2el2xI1OwZkQR3/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465104,2024-02-23T19:02:50+00:00,yes,2024-02-23T19:12:58+00:00,yes,Other,2802,883,0.18502998413986046
883,8465101,https://docs.google.com/presentation/d/e/2PACX-1vTdZ5y4bDCTg8cCHsGrkmXIQbvbzz2IHFO5DbtohM4xjYaGsQ5FexJc0Ck6CnP5946ui4NSaqluK1Gn/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465101,2024-02-23T19:01:15+00:00,yes,2024-02-23T19:12:58+00:00,yes,Other,2802,884,0.18502998413986046
885,8465093,https://docs.google.com/presentation/d/e/2PACX-1vQAl8jCzKPkaIMbRS6DaVyvdm7Jmxjdvy83doN7CjEKWeUekBjpKCdy4q4v4e3V2pgzrlV1ynENCme6/pub?start=false&loop=false&delayms=3000&slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8465093,2024-02-23T18:58:35+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,3038,886,0.22148652814609282
886,8465092,https://keepo.io/atttb/,http://www.phishtank.com/phish_detail.php?phish_id=8465092,2024-02-23T18:58:32+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,15239,887,0.037908608762583604
887,8465091,https://keepo.io/atttb,http://www.phishtank.com/phish_detail.php?phish_id=8465091,2024-02-23T18:58:31+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,15239,888,0.037908608762583604
888,8465089,https://new.express.adobe.com/webpage/blo3LcEQ5mhzM,http://www.phishtank.com/phish_detail.php?phish_id=8465089,2024-02-23T18:58:25+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,32306,889,0.13275903688331253
889,8465087,https://docs.google.com/presentation/d/e/2PACX-1vRB4s9nEGfi5Xux__TXnqbWdZWh1_E8EIUcagKpggyATFquKa6J8CAbxL9VahqLvdARO2ylO98t0tFj/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465087,2024-02-23T18:58:17+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,98679,890,0.27899020807605523
890,8465086,https://docs.google.com/presentation/d/e/2PACX-1vRwZQ0oowYmz0I6VLNfSAgoKtsB2PQKIbX-pw9jbsdXCcDEMPqHOtrTZUq2fVzdeG_vs0P5ZmOZsVFZ/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465086,2024-02-23T18:58:09+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,110078,891,0.2783304650299298
891,8465085,https://facebookc.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=8465085,2024-02-23T18:57:40+00:00,yes,2024-02-25T03:41:48+00:00,yes,Facebook,1128,892,0.2840053895990585
892,8465084,https://flow.page/thjm,http://www.phishtank.com/phish_detail.php?phish_id=8465084,2024-02-23T18:57:10+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,214423,893,0.32216784150311467
893,8465083,https://facebook-login-clone.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465083,2024-02-23T18:56:41+00:00,yes,2024-02-23T19:03:33+00:00,yes,Facebook,2085,894,0.2894358890079459
894,8465080,https://dropboxinvoices.weebly.com,http://www.phishtank.com/phish_detail.php?phish_id=8465080,2024-02-23T18:54:16+00:00,yes,2024-02-23T19:03:33+00:00,yes,Dropbox,3792,895,0.16922312652345672
895,8465075,https://docs.google.com/presentation/d/e/2PACX-1vSjhwlvrDaaaQJIteOZ3TWavsioV29s_VMn_00WyJJRSYLyDTCRSeoYuxSBwjdVJj21J0YeTQ7YjbR2/pub?start=false&loop=false&delayms=3000&slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8465075,2024-02-23T18:51:46+00:00,yes,2024-02-23T19:03:33+00:00,yes,Other,99269,896,0.2788449438995505
898,8465067,http://godlywoman.com.ng/wp-content/Apple-ID.html,http://www.phishtank.com/phish_detail.php?phish_id=8465067,2024-02-23T18:46:59+00:00,yes,2024-02-23T18:52:44+00:00,yes,Apple,21094,899,0.7929195305586088
900,8465063,https://docs.google.com/presentation/d/e/2PACX-1vRL5xBL32kgEaDSaAsBWvkLiTZMqNYdXUow8RJLgUtHDuDWM_GzqX7GHzNwpgJtORJTLO2ESW3yBcxZ/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465063,2024-02-23T18:41:14+00:00,yes,2024-02-23T18:42:33+00:00,yes,Other,3038,901,0.22148652814609282
902,8465052,https://docs.google.com/presentation/d/e/2PACX-1vRPyLSCa0T2M0GyvEM2dNaf-QFdrMoq8hsAsTQUgB6HqpGLJZLkt4U4bvaz8yL1NgsdE2ihRZepFZ69/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465052,2024-02-23T18:31:49+00:00,yes,2024-02-23T18:33:05+00:00,yes,Other,115674,903,0.2781915429024682
904,8465044,https://new-currently-2-23-2024.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465044,2024-02-23T18:13:53+00:00,yes,2024-02-23T18:22:37+00:00,yes,Other,1551,905,0.17414213811967472
905,8465043,https://docs.google.com/presentation/d/e/2PACX-1vTpjjfJ6aW1sZTGygsor7IY3RAtDshprLmWtPh1nJgXdpLa8nubD9t-OcRYuP-oGdzzlRJSXqjzJiIs/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465043,2024-02-23T18:13:03+00:00,yes,2024-02-23T18:22:37+00:00,yes,Other,114324,906,0.2783304650299298
906,8465041,https://rp.mockplus.com/rps/wRly7e8ajh,http://www.phishtank.com/phish_detail.php?phish_id=8465041,2024-02-23T18:06:54+00:00,yes,2024-02-23T18:12:02+00:00,yes,Other,135896,907,0.2858734045221302
907,8465042,https://rp.mockplus.com/run/3qBcIKuWwv/wRly7e8ajh/backToHead?cps=hide&dt=iphoneX&ha=1&la=1&nav=1&out=0&rps=hide&rt=1&as=true,http://www.phishtank.com/phish_detail.php?phish_id=8465042,2024-02-23T18:06:54+00:00,yes,2024-02-23T18:12:02+00:00,yes,Other,135896,908,0.2858734045221302
908,8465040,https://rp.mockplus.com/run/wBMMw5EMaQ/7C4CUhAv8/fTkNyZWtJ3?cps=hide&rps=hide&nav=0&ha=0&la=0&fc=1&dt=iphoneX&out=0&rt=1&as=true,http://www.phishtank.com/phish_detail.php?phish_id=8465040,2024-02-23T18:06:31+00:00,yes,2024-02-23T18:12:02+00:00,yes,Other,127663,909,0.29568407989847323
909,8465032,http://flowcode.com/p/fb0BJUgsW?fc=0,http://www.phishtank.com/phish_detail.php?phish_id=8465032,2024-02-23T17:52:28+00:00,yes,2024-02-23T18:03:46+00:00,yes,Other,992658,910,0.32903112476947366
910,8465031,https://flow.page/btc.omms,http://www.phishtank.com/phish_detail.php?phish_id=8465031,2024-02-23T17:51:39+00:00,yes,2024-02-23T17:52:23+00:00,yes,Other,991900,911,0.3321099645134122
911,8465029,https://suyc98-qe98eqyv-e9qyv78yev.wonopat316.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465029,2024-02-23T17:48:29+00:00,yes,2024-02-23T17:52:23+00:00,yes,Microsoft,4098,912,0.20979576707315511
914,8465022,https://rough-wind-5fae.semberpakr.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465022,2024-02-23T17:44:33+00:00,yes,2024-02-23T17:52:23+00:00,yes,Adobe,2097180,915,0.05897875502855847
915,8465021,https://worker-file-9621.poyibe1610.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465021,2024-02-23T17:43:43+00:00,yes,2024-02-23T17:52:23+00:00,yes,Microsoft,39,916,0.00680524096483367
916,8465019,https://clouud-1ea1.ehebarotnittk.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465019,2024-02-23T17:42:46+00:00,yes,2024-02-23T17:52:23+00:00,yes,Dropbox,4887545,917,0.09224882196774531
917,8465016,https://app-personas-bancolombia.replit.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465016,2024-02-23T17:40:35+00:00,yes,2024-02-23T17:42:34+00:00,yes,Other,160,918,0.01757105661581953
918,8465015,https://pub-f4690b0f638e4bf6b4660106e8bbf08b.r2.dev/account.html,http://www.phishtank.com/phish_detail.php?phish_id=8465015,2024-02-23T17:39:11+00:00,yes,2024-02-23T17:42:34+00:00,yes,Capital One,777,919,0.0962591467131067
920,8465010,https://reminders-issues-user-advertising.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465010,2024-02-23T17:36:30+00:00,yes,2024-02-23T17:42:34+00:00,yes,Facebook,2871,921,0.22642558119217157
921,8465009,https://benjamineddie.de/l/p/,http://www.phishtank.com/phish_detail.php?phish_id=8465009,2024-02-23T17:36:17+00:00,yes,2024-02-23T17:42:34+00:00,yes,Other,4643,922,0.20412238820568387
922,8465006,https://shared.correction-dynamic.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465006,2024-02-23T17:34:09+00:00,yes,2024-02-23T17:42:34+00:00,yes,Adobe,1056111,923,0.06757158447928457
924,8465004,https://msw.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465004,2024-02-23T17:33:25+00:00,yes,2024-02-23T17:42:34+00:00,yes,Yahoo,29522,925,0.46328583757890324
927,8464999,https://no-reply-meta-restriction-case-edee4e.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8464999,2024-02-23T17:27:04+00:00,yes,2024-02-23T17:32:46+00:00,yes,Facebook,2871,928,0.22642558119217157
928,8464998,https://advertising-meta-analytics-case-9415.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8464998,2024-02-23T17:24:52+00:00,yes,2024-02-23T17:32:46+00:00,yes,Facebook,2871,929,0.22642558119217157
929,8464996,https://pub-a74120e6cc664f18a0ed7ff888d4cd91.r2.dev/shaw.html,http://www.phishtank.com/phish_detail.php?phish_id=8464996,2024-02-23T17:22:56+00:00,yes,2024-02-23T17:32:46+00:00,yes,Other,23322,930,0.011826264074787665
